	V1	AVG	name
16161	-0.329395273675687	-0.329395273675687	Q9ULX6
16608	-0.33628116618573	-0.33628116618573	Q9Y3X0
6608	-0.33983056767725	-0.33983056767725	Q15428
6452	-0.347666378641884	-0.347666378641884	Q14966
6654	-0.347823546475269	-0.347823546475269	Q15637
5650	-0.350145394454545	-0.350145394454545	Q05707
5692	-0.353064125979775	-0.353064125979775	Q06830
961	-0.355454288779704	-0.355454288779704	O15234
5466	-0.371724747439627	-0.371724747439627	Q01085
1317	-0.371913109548878	-0.371913109548878	O60293
16687	-0.374931298322155	-0.374931298322155	Q9Y520
1642	-0.377785709449347	-0.377785709449347	O75526
6502	-0.382371929237402	-0.382371929237402	Q15032
5207	-0.384929325022055	-0.384929325022055	P62263
12379	-0.385082412833382	-0.385082412833382	Q96I24
900	-0.385947397990843	-0.385947397990843	O15047
5712	-0.392200144338105	-0.392200144338105	Q07666
15022	-0.392690684510959	-0.392690684510959	Q9NTZ6
3882	-0.392838980374653	-0.392838980374653	P31483
16002	-0.398958603302435	-0.398958603302435	Q9UKJ3
16714	-0.401767391664348	-0.401767391664348	Q9Y5A9
3068	-0.405434533514447	-0.405434533514447	P14866
3594	-0.413249624489881	-0.413249624489881	P24928
14359	-0.413261225669765	-0.413261225669765	Q9H7N4
6734	-0.416534604334363	-0.416534604334363	Q15942
5453	-0.416995720342242	-0.416995720342242	Q00839
13372	-0.429230639204873	-0.429230639204873	Q9BTC0
13980	-0.433657406444301	-0.433657406444301	Q9H0L4
16013	-0.437289448370998	-0.437289448370998	Q9UKM9
1040	-0.447707748886637	-0.447707748886637	O15504
1375	-0.45133152998193	-0.45133152998193	O60506
4573	-0.454575138852034	-0.454575138852034	P49792
15566	-0.45690801546269	-0.45690801546269	Q9P2K5
14033	-0.460529158370961	-0.460529158370961	Q9H1E3
9387	-0.463714762598484	-0.463714762598484	Q86VM9
3952	-0.467645779729833	-0.467645779729833	P33316
2662	-0.469045716259083	-0.469045716259083	P09429
7822	-0.473961879959871	-0.473961879959871	Q5VV67
4369	-0.476846647883542	-0.476846647883542	P46776
14561	-0.477311197519145	-0.477311197519145	Q9HBL0
9500	-0.481740089197074	-0.481740089197074	Q86XN8
9080	-0.484461026142154	-0.484461026142154	Q7Z417
6326	-0.489483884740327	-0.489483884740327	Q14444
13690	-0.490828694142248	-0.490828694142248	Q9BYJ9
5222	-0.494688789015164	-0.494688789015164	P62633
9503	-0.496277442066665	-0.496277442066665	Q86XP3
4862	-0.50167001852133	-0.50167001852133	P54253
3123	-0.502176925341378	-0.502176925341378	P15880
2019	-0.506205686271394	-0.506205686271394	O95429
4646	-0.506973079499838	-0.506973079499838	P50914
3948	-0.507132498188897	-0.507132498188897	P33240
4650	-0.507912396190926	-0.507912396190926	P50995
5472	-0.515959629316113	-0.515959629316113	Q01130
6257	-0.518362011916798	-0.518362011916798	Q14151
3653	-0.527580916515994	-0.527580916515994	P26583
1140	-0.530162589389653	-0.530162589389653	O43390
5191	-0.530215485217802	-0.530215485217802	P61978
15154	-0.530973079601718	-0.530973079601718	Q9NWH9
3060	-0.532023885799361	-0.532023885799361	P14678
6606	-0.541593659442897	-0.541593659442897	Q15424
2514	-0.543855018756885	-0.543855018756885	P07305
1442	-0.550295181836659	-0.550295181836659	O60812
2998	-0.554578076707526	-0.554578076707526	P13645
11646	-0.563409449863329	-0.563409449863329	Q92522
11680	-0.568625677139856	-0.568625677139856	Q92576
6385	-0.569960380315369	-0.569960380315369	Q14671
1047	-0.570206475007664	-0.570206475007664	O15523
6016	-0.577289642387441	-0.577289642387441	Q13283
16791	-0.582305931606458	-0.582305931606458	Q9Y5S9
12521	-0.583906382589441	-0.583906382589441	Q96KR1
472	-0.584952809861058	-0.584952809861058	B2RXH8
16279	-0.586566686734136	-0.586566686734136	Q9UPN6
6570	-0.587719863226572	-0.587719863226572	Q15287
9517	-0.588103272122543	-0.588103272122543	Q86XZ4
9754	-0.594553112123579	-0.594553112123579	Q8IWX8
10282	-0.5979361814863	-0.5979361814863	Q8N684
5500	-0.600868745874499	-0.600868745874499	Q01804
165	-0.605051380393726	-0.605051380393726	A6NDE4
6587	-0.608473233542852	-0.608473233542852	Q15366
4740	-0.609130703063211	-0.609130703063211	P51858
4370	-0.616737984928604	-0.616737984928604	P46777
6220	-0.617318529467465	-0.617318529467465	Q14004
3278	-0.61823378071478	-0.61823378071478	P18583
4554	-0.618661505952785	-0.618661505952785	P49750
5240	-0.622004644335326	-0.622004644335326	P62917
1948	-0.622321317258109	-0.622321317258109	O95218
2484	-0.632643946048363	-0.632643946048363	P06576
8474	-0.636164040874201	-0.636164040874201	Q6UN15
12220	-0.63996683492785	-0.63996683492785	Q96EV2
6890	-0.64539372745415	-0.64539372745415	Q17RY0
13203	-0.645637785232428	-0.645637785232428	Q9BQ61
6586	-0.647446820678019	-0.647446820678019	Q15365
2551	-0.651413981927201	-0.651413981927201	P07910
1635	-0.659121517151339	-0.659121517151339	O75494
2386	-0.660304834318886	-0.660304834318886	P04264
8877	-0.662045043363549	-0.662045043363549	Q71RC2
16705	-0.662971881281914	-0.662971881281914	Q9Y580
2391	-0.671765556779581	-0.671765556779581	P04406
9309	-0.675496749105646	-0.675496749105646	Q86UE4
9293	-0.676110463299906	-0.676110463299906	Q86U42
12139	-0.679655805960029	-0.679655805960029	Q96DH6
4121	-0.681085781552062	-0.681085781552062	P37802
2356	-0.68900983816419	-0.68900983816419	P04003
16473	-0.696898751368407	-0.696898751368407	Q9Y2K5
10735	-0.697901550355827	-0.697901550355827	Q8NEY8
4371	-0.699853807267757	-0.699853807267757	P46778
1530	-0.701385001891114	-0.701385001891114	O75152
11775	-0.702836295744831	-0.702836295744831	Q92841
10652	-0.704725517571161	-0.704725517571161	Q8NDT2
2678	-0.706387256087141	-0.706387256087141	P09622
5252	-0.708904530258422	-0.708904530258422	P63162
12367	-0.709305706709999	-0.709305706709999	Q96HR8
1853	-0.710799642538221	-0.710799642538221	O94875
5893	-0.713288148475031	-0.713288148475031	Q12906
2330	-0.71545392491989	-0.71545392491989	P02766
1253	-0.717081700496198	-0.717081700496198	O43823
16513	-0.720446073164264	-0.720446073164264	Q9Y2W1
16609	-0.721880067350468	-0.721880067350468	Q9Y3Y2
1098	-0.722035219620831	-0.722035219620831	O43251
11848	-0.723255504530105	-0.723255504530105	Q93073
4773	-0.72843970955793	-0.72843970955793	P52597
5725	-0.728485784087339	-0.728485784087339	Q07954
5371	-0.732105597339371	-0.732105597339371	P82970
3526	-0.7339593255312	-0.7339593255312	P23396
930	-0.734507775588873	-0.734507775588873	O15127
990	-0.735371003379697	-0.735371003379697	O15347
16295	-0.738159689570542	-0.738159689570542	Q9UPS6
14645	-0.741927668704918	-0.741927668704918	Q9HCM7
6603	-0.744450112302087	-0.744450112302087	Q15415
16221	-0.750348730930081	-0.750348730930081	Q9UN86
5690	-0.754088917991108	-0.754088917991108	Q06787
3356	-0.754121770213348	-0.754121770213348	P20290
6663	-0.760696092537955	-0.760696092537955	Q15654
7947	-0.761428479560392	-0.761428479560392	Q659C4
15360	-0.763238329430888	-0.763238329430888	Q9NZB2
1544	-0.767684469407446	-0.767684469407446	O75179
6004	-0.772276125147271	-0.772276125147271	Q13242
2432	-0.773686218155638	-0.773686218155638	P05141
7464	-0.774575742706819	-0.774575742706819	Q5JVS0
12981	-0.774932618050188	-0.774932618050188	Q96T37
4690	-0.776035827318928	-0.776035827318928	P51608
5290	-0.776893913899423	-0.776893913899423	P78332
6072	-0.778808745719768	-0.778808745719768	Q13428
5420	-0.779450306989276	-0.779450306989276	P98175
2795	-0.780671980415368	-0.780671980415368	P0DJD4
7787	-0.781980906934812	-0.781980906934812	Q5VTE0
15545	-0.782993070150319	-0.782993070150319	Q9P2E9
8248	-0.783186283793916	-0.783186283793916	Q6P158
3548	-0.783483089116398	-0.783483089116398	P23588
7625	-0.784515878933273	-0.784515878933273	Q5T481
3816	-0.794007646562443	-0.794007646562443	P30405
5211	-0.800370053500426	-0.800370053500426	P62280
4140	-0.801114099074553	-0.801114099074553	P39023
10241	-0.80169910856151	-0.80169910856151	Q8N5F7
16510	-0.803179695444552	-0.803179695444552	Q9Y2V2
2855	-0.812928545079383	-0.812928545079383	P10809
4653	-0.812975847901459	-0.812975847901459	P51116
11546	-0.815228846571593	-0.815228846571593	Q8WXF1
5379	-0.815757778704434	-0.815757778704434	P83731
11545	-0.816127247460791	-0.816127247460791	Q8WXF0
1150	-0.816665534276183	-0.816665534276183	O43432
5388	-0.819370840972593	-0.819370840972593	P84103
6135	-0.819425740488393	-0.819425740488393	Q13573
15629	-0.824634201534117	-0.824634201534117	Q9UBK2
6615	-0.831792482517458	-0.831792482517458	Q15459
11096	-0.835999922462082	-0.835999922462082	Q8TB72
2326	-0.836050967025722	-0.836050967025722	P02753
6900	-0.845336605805233	-0.845336605805233	Q1KMD3
15970	-0.848794457553684	-0.848794457553684	Q9UK61
3307	-0.852657615283369	-0.852657615283369	P19338
5736	-0.855759852035283	-0.855759852035283	Q08211
3658	-0.857018937619417	-0.857018937619417	P26651
813	-0.858900560603707	-0.858900560603707	O14776
8930	-0.863270184202819	-0.863270184202819	Q7L2J0
4731	-0.86463668079501	-0.86463668079501	P51816
1981	-0.874109991587854	-0.874109991587854	O95319
8629	-0.874147295382466	-0.874147295382466	Q6Y7W6
14137	-0.874926891112022	-0.874926891112022	Q9H307
3684	-0.875324446159797	-0.875324446159797	P27635
7509	-0.877541847688546	-0.877541847688546	Q5QJE6
16569	-0.878926943536927	-0.878926943536927	Q9Y3B9
9142	-0.88090885455373	-0.88090885455373	Q7Z5Q1
8414	-0.881955240558701	-0.881955240558701	Q6PKG0
693	-0.88985799360014	-0.88985799360014	O00571
16277	-0.890096813913771	-0.890096813913771	Q9UPN3
11694	-0.89024728595459	-0.89024728595459	Q92615
8408	-0.892428114196007	-0.892428114196007	Q6PJT7
9577	-0.894513565896317	-0.894513565896317	Q86YZ3
4488	-0.894685345952996	-0.894685345952996	P49006
15296	-0.897276013091372	-0.897276013091372	Q9NYF8
13267	-0.902368739091203	-0.902368739091203	Q9BRD0
5239	-0.904839139714608	-0.904839139714608	P62913
14806	-0.905070895849784	-0.905070895849784	Q9NQC3
13545	-0.905905582795016	-0.905905582795016	Q9BX40
7604	-0.907054411914954	-0.907054411914954	Q5T200
14991	-0.907388907365095	-0.907388907365095	Q9NSI8
6455	-0.907777662474439	-0.907777662474439	Q14978
6810	-0.909016536045732	-0.909016536045732	Q16637
4342	-0.911468017218167	-0.911468017218167	P46013
10257	-0.913280618327997	-0.913280618327997	Q8N5P1
3247	-0.913477758483489	-0.913477758483489	P17844
4047	-0.915938187865009	-0.915938187865009	P35611
3740	-0.921425991322007	-0.921425991322007	P28799
12414	-0.922981760220431	-0.922981760220431	Q96IZ0
12661	-0.924779036640705	-0.924779036640705	Q96MU7
9331	-0.926576993368396	-0.926576993368396	Q86UR5
3052	-0.927843279568462	-0.927843279568462	P14618
4411	-0.929798881121272	-0.929798881121272	P47974
2494	-0.931769460576519	-0.931769460576519	P06748
12821	-0.932923173915654	-0.932923173915654	Q96Q15
13514	-0.932991717901129	-0.932991717901129	Q9BWF3
4374	-0.933468774187382	-0.933468774187382	P46783
5443	-0.934506653051749	-0.934506653051749	Q00577
4825	-0.934764063599466	-0.934764063599466	P53597
6006	-0.936098204690387	-0.936098204690387	Q13247
16945	-0.93883679086457	-0.93883679086457	Q9Y6Y8
3007	-0.943449621558182	-0.943449621558182	P13693
6675	-0.944985574026718	-0.944985574026718	Q15717
3621	-0.945108497964984	-0.945108497964984	P25705
15146	-0.945860925090069	-0.945860925090069	Q9NWB1
3691	-0.948346562569807	-0.948346562569807	P27797
2065	-0.94881382728186	-0.94881382728186	O95628
13146	-0.953945507427199	-0.953945507427199	Q99873
6331	-0.961777811993342	-0.961777811993342	Q14493
5166	-0.964206147264275	-0.964206147264275	P61247
14120	-0.964869113575428	-0.964869113575428	Q9H2U1
6402	-0.964968863480246	-0.964968863480246	Q14694
5609	-0.970029804405079	-0.970029804405079	Q04637
9203	-0.970488814761722	-0.970488814761722	Q7Z7F0
14888	-0.970646966238823	-0.970646966238823	Q9NRA8
2640	-0.971030771267524	-0.971030771267524	P09012
15305	-0.971274545974922	-0.971274545974922	Q9NYL2
14865	-0.971616681931021	-0.971616681931021	Q9NR30
14542	-0.974189751351683	-0.974189751351683	Q9HBD1
7677	-0.976304407024384	-0.976304407024384	Q5T8P6
14701	-0.978583015973977	-0.978583015973977	Q9NP73
5203	-0.979910145852212	-0.979910145852212	P62249
1148	-0.981337149159048	-0.981337149159048	O43426
13835	-0.982781566117275	-0.982781566117275	Q9C0C9
13194	-0.984152755559485	-0.984152755559485	Q9BQ04
1628	-0.986048678731293	-0.986048678731293	O75475
15520	-0.986360489336268	-0.986360489336268	Q9P275
12978	-0.986485094714293	-0.986485094714293	Q96T21
5223	-0.988167501615154	-0.988167501615154	P62701
2928	-0.988646221644491	-0.988646221644491	P11940
10359	-0.98994561218449	-0.98994561218449	Q8N7X1
2490	-0.989951768210779	-0.989951768210779	P06733
6005	-0.995028724622951	-0.995028724622951	Q13243
15139	-0.995829987587424	-0.995829987587424	Q9NW64
3224	-0.999765859233085	-0.999765859233085	P17509
11788	-1.00042190735216	-1.00042190735216	Q92879
4763	-1.0011835115543	-1.0011835115543	P52298
6604	-1.00279585020048	-1.00279585020048	Q15417
2651	-1.00658122821376	-1.00658122821376	P09132
8909	-1.00989374040779	-1.00989374040779	Q7KZI7
4652	-1.01339152329011	-1.01339152329011	P51114
5732	-1.01347902116374	-1.01347902116374	Q08170
3798	-1.01351460883678	-1.01351460883678	P30048
15576	-1.01354196274067	-1.01354196274067	Q9P2N5
16514	-1.01453379460015	-1.01453379460015	Q9Y2W2
10468	-1.01581770331288	-1.01581770331288	Q8N9W6
3372	-1.01819911695457	-1.01819911695457	P20618
11796	-1.02092050582124	-1.02092050582124	Q92900
5877	-1.02392296587711	-1.02392296587711	Q12872
16834	-1.02415248135071	-1.02415248135071	Q9Y624
9811	-1.02434035493697	-1.02434035493697	Q8IXT5
4179	-1.02467772884146	-1.02467772884146	P40926
3643	-1.02781897682424	-1.02781897682424	P26368
15834	-1.02905922594834	-1.02905922594834	Q9UHX1
6560	-1.02995263693877	-1.02995263693877	Q15233
2611	-1.03100529478971	-1.03100529478971	P08621
2401	-1.03186570696669	-1.03186570696669	P04792
9	-1.03348181184478	-1.03348181184478	A0AV96
5167	-1.03846374726243	-1.03846374726243	P61254
13765	-1.03887896429422	-1.03887896429422	Q9BZI7
3800	-1.04031293162718	-1.04031293162718	P30050
9942	-1.04306096154827	-1.04306096154827	Q8IZH2
11997	-1.04360322136042	-1.04360322136042	Q96B01
3787	-1.04422076446064	-1.04422076446064	P29966
4070	-1.04476892465502	-1.04476892465502	P35908
5507	-1.04876866363548	-1.04876866363548	Q01860
10744	-1.0488554488166	-1.0488554488166	Q8NF91
2873	-1.05377409777957	-1.05377409777957	P11142
5786	-1.05488181366645	-1.05488181366645	Q09666
1161	-1.05535277845353	-1.05535277845353	O43491
5039	-1.05795744495338	-1.05795744495338	P57721
11045	-1.05997855861857	-1.05997855861857	Q8TAD8
3857	-1.06080997400697	-1.06080997400697	P31146
1718	-1.06091375181292	-1.06091375181292	O75822
5208	-1.06236391787526	-1.06236391787526	P62266
2340	-1.06270628393727	-1.06270628393727	P02810
14151	-1.06535697860071	-1.06535697860071	Q9H361
3694	-1.06589144256623	-1.06589144256623	P27824
5254	-1.06943260918722	-1.06943260918722	P63241
16883	-1.07059529912745	-1.07059529912745	Q9Y6G9
6823	-1.0766794171366	-1.0766794171366	Q16666
4008	-1.07679895165947	-1.07679895165947	P35269
1024	-1.07722410835641	-1.07722410835641	O15446
8240	-1.07870047146568	-1.07870047146568	Q6NZY4
2337	-1.07874055971078	-1.07874055971078	P02790
9224	-1.08145513286927	-1.08145513286927	Q86SE5
3109	-1.0829621492326	-1.0829621492326	P15531
14872	-1.08572696836796	-1.08572696836796	Q9NR56
3654	-1.0877370447837	-1.0877370447837	P26599
5255	-1.08996280284264	-1.08996280284264	P63244
6071	-1.09202851069487	-1.09202851069487	Q13427
6012	-1.09384433318737	-1.09384433318737	Q13263
773	-1.09420094586818	-1.09420094586818	O14647
15241	-1.09767249851698	-1.09767249851698	Q9NXL6
6333	-1.09869954992062	-1.09869954992062	Q14498
9317	-1.0988364471999	-1.0988364471999	Q86UK7
612	-1.10120674258927	-1.10120674258927	O00267
9558	-1.10193455682255	-1.10193455682255	Q86YN6
5058	-1.10414140350518	-1.10414140350518	P58107
3693	-1.10639263926822	-1.10639263926822	P27816
5367	-1.10999367227978	-1.10999367227978	P82912
12848	-1.11051763988209	-1.11051763988209	Q96QR8
13100	-1.11129809019724	-1.11129809019724	Q99714
5649	-1.11284472774933	-1.11284472774933	Q05682
6025	-1.11402322798095	-1.11402322798095	Q13310
15811	-1.11403166105159	-1.11403166105159	Q9UHK0
13546	-1.11530804834515	-1.11530804834515	Q9BX46
3779	-1.11845267821563	-1.11845267821563	P29558
2211	-1.11982430298225	-1.11982430298225	P00505
13009	-1.12080077951206	-1.12080077951206	Q99439
15512	-1.12689672329241	-1.12689672329241	Q9P258
4788	-1.1324899947904	-1.1324899947904	P52756
15865	-1.13333048024079	-1.13333048024079	Q9UIF9
5231	-1.13529550149772	-1.13529550149772	P62826
5916	-1.1356056897968	-1.1356056897968	Q12972
1589	-1.13577254274546	-1.13577254274546	O75369
4680	-1.13751160665518	-1.13751160665518	P51532
14007	-1.13918744721011	-1.13918744721011	Q9H0Z9
4258	-1.14029842471355	-1.14029842471355	P42694
5922	-1.14143173434599	-1.14143173434599	Q12986
14171	-1.14183882100526	-1.14183882100526	Q9H3Q1
4967	-1.14256833302063	-1.14256833302063	P55884
2415	-1.14268737162494	-1.14268737162494	P05023
14350	-1.1438119215439	-1.1438119215439	Q9H7E2
4612	-1.14548335181795	-1.14548335181795	P50395
16457	-1.14573704640508	-1.14573704640508	Q9Y2H6
7704	-1.14621627890583	-1.14621627890583	Q5TC82
1717	-1.14847027681445	-1.14847027681445	O75821
2450	-1.15345401327438	-1.15345401327438	P05388
9188	-1.15808948664339	-1.15808948664339	Q7Z6Z7
7957	-1.15858742983659	-1.15858742983659	Q66PJ3
11714	-1.15981795242671	-1.15981795242671	Q92667
2366	-1.16056864626957	-1.16056864626957	P04075
8893	-1.16210078778891	-1.16210078778891	Q76FK4
13612	-1.16366711226736	-1.16366711226736	Q9BXS6
4135	-1.16447845173977	-1.16447845173977	P38646
3173	-1.16456189289727	-1.16456189289727	P16615
14299	-1.16524146646304	-1.16524146646304	Q9H6F5
4854	-1.16753887861154	-1.16753887861154	P54105
5243	-1.16771277674201	-1.16771277674201	P62979
14608	-1.16804355796918	-1.16804355796918	Q9HCD5
14928	-1.16942614810634	-1.16942614810634	Q9NRR4
1647	-1.16974577677667	-1.16974577677667	O75534
4357	-1.17207897630949	-1.17207897630949	P46109
15208	-1.1747118659943	-1.1747118659943	Q9NX58
1268	-1.17485177356098	-1.17485177356098	O43896
5737	-1.17747231741657	-1.17747231741657	Q08257
16585	-1.17809373601075	-1.17809373601075	Q9Y3I0
6668	-1.18344343720337	-1.18344343720337	Q15691
4944	-1.18463754079275	-1.18463754079275	P55265
11637	-1.18521861091657	-1.18521861091657	Q92499
5171	-1.18634890732333	-1.18634890732333	P61313
12399	-1.18671875878416	-1.18671875878416	Q96IP4
2194	-1.18749586268947	-1.18749586268947	P00338
4291	-1.18995866769127	-1.18995866769127	P43243
8616	-1.19211489722155	-1.19211489722155	Q6XE24
14398	-1.19422817270685	-1.19422817270685	Q9H8H2
6412	-1.19499035245492	-1.19499035245492	Q14739
1601	-1.19631217660158	-1.19631217660158	O75400
7244	-1.19893191008299	-1.19893191008299	Q53F19
9026	-1.19999657060267	-1.19999657060267	Q7Z2W4
2997	-1.20221356821481	-1.20221356821481	P13639
203	-1.20253417815647	-1.20253417815647	A6NFN3
13027	-1.20310658222061	-1.20310658222061	Q99497
12380	-1.20465513624191	-1.20465513624191	Q96I25
8671	-1.20466882328206	-1.20466882328206	Q6ZN04
1134	-1.2062392534483	-1.2062392534483	O43347
16334	-1.208726221507	-1.208726221507	Q9UQ80
15381	-1.2108888248523	-1.2108888248523	Q9NZI8
11741	-1.21234418984744	-1.21234418984744	Q92769
5645	-1.2125828820812	-1.2125828820812	Q05519
2372	-1.21342250429182	-1.21342250429182	P04150
13141	-1.21368716158618	-1.21368716158618	Q99848
9851	-1.21397221409516	-1.21397221409516	Q8IYD1
1731	-1.21593866812782	-1.21593866812782	O75874
7889	-1.2219424650921	-1.2219424650921	Q5VZF2
1641	-1.2232133069916	-1.2232133069916	O75525
15254	-1.22332952983971	-1.22332952983971	Q9NXV6
5534	-1.22610463534608	-1.22610463534608	Q02252
2866	-1.22737530887585	-1.22737530887585	P11021
2334	-1.22801806461806	-1.22801806461806	P02786
4925	-1.22883173837284	-1.22883173837284	P55084
3279	-1.23572108308284	-1.23572108308284	P18615
8845	-1.23646538207661	-1.23646538207661	Q702N8
9758	-1.23826646553347	-1.23826646553347	Q8IWZ3
899	-1.23857878423883	-1.23857878423883	O15042
13908	-1.24003008671441	-1.24003008671441	Q9GZV4
13286	-1.24031531570479	-1.24031531570479	Q9BRP8
7501	-1.24207865292571	-1.24207865292571	Q5PRF9
2105	-1.24452341952101	-1.24452341952101	O95793
8940	-1.24485058606231	-1.24485058606231	Q7L4I2
6075	-1.2458809626449	-1.2458809626449	Q13435
5635	-1.24691726844029	-1.24691726844029	Q05193
15013	-1.24878509149323	-1.24878509149323	Q9NTK5
4373	-1.24904547024363	-1.24904547024363	P46782
8133	-1.25014615257394	-1.25014615257394	Q6IS14
6404	-1.25161440240345	-1.25161440240345	Q14697
2943	-1.25438991226407	-1.25438991226407	P12270
1109	-1.2557284681947	-1.2557284681947	O43290
11535	-1.26183996164444	-1.26183996164444	Q8WXA9
6078	-1.26196731378583	-1.26196731378583	Q13442
1454	-1.26531757357673	-1.26531757357673	O60869
4920	-1.26664316984586	-1.26664316984586	P55072
3546	-1.26971805900447	-1.26971805900447	P23528
10678	-1.26990441071767	-1.26990441071767	Q8NE35
9846	-1.27107211088573	-1.27107211088573	Q8IYB3
15638	-1.27145024488592	-1.27145024488592	Q9UBM7
2630	-1.27432370610194	-1.27432370610194	P08865
3266	-1.27597451433077	-1.27597451433077	P18124
3341	-1.28155708717372	-1.28155708717372	P20042
5548	-1.28289618096218	-1.28289618096218	Q02543
2456	-1.2852632833809	-1.2852632833809	P05455
9268	-1.28548926167559	-1.28548926167559	Q86TG7
1646	-1.28683050790441	-1.28683050790441	O75533
7853	-1.28708566623342	-1.28708566623342	Q5VWX1
14534	-1.29066362797136	-1.29066362797136	Q9HB71
2604	-1.2921939054512	-1.2921939054512	P08579
1521	-1.29238152526125	-1.29238152526125	O75131
4408	-1.29567755009013	-1.29567755009013	P47914
2329	-1.29588813372844	-1.29588813372844	P02765
8323	-1.29635289979057	-1.29635289979057	Q6P6C2
2942	-1.29646516017915	-1.29646516017915	P12268
13968	-1.29745479072406	-1.29745479072406	Q9H0G5
9762	-1.29763258524086	-1.29763258524086	Q8IX01
4089	-1.30223476695854	-1.30223476695854	P36542
2247	-1.30387304517308	-1.30387304517308	P01042
13960	-1.3056759971097	-1.3056759971097	Q9H0D6
2204	-1.30583619029841	-1.30583619029841	P00441
2321	-1.30587650538406	-1.30587650538406	P02746
