A0JNW5	43.92	0.795	-0.203319	19.00	1464	6	51.00	0.97	0.00	4.00	17.418	0.661	 5.0	 1.7	 6.0	 6.7	 3.6	 3.8	 3.3	 5.7	 7.1	 9.9	 2.4	 5.3	 4.6	 4.8	 3.5	12.1	 5.8	 5.6	 0.8	 2.4
A0JP26	35.97	0.008	2.005673	24.00	581	3	5.00	5.51	0.00	0.00	9.29432	0.802	 5.3	 3.8	 6.4	 9.3	 1.5	 5.7	 3.4	 3.6	 9.3	10.5	 3.1	 6.0	 2.8	 5.2	 5.0	 8.1	 3.8	 4.6	 0.9	 1.7
A0MZ66	52.46	14.6	3.599986	17.00	631	1	36.00	1.52	0.00	3.00	25.832	0.397	 4.4	 1.4	 4.4	14.7	 1.0	 2.7	 1.7	 4.6	11.1	 9.5	 2.1	 4.6	 6.0	 6.5	 4.4	 8.4	 5.5	 6.0	 0.0	 0.8
A0PG75	17.34	0.003	-0.549712	0.00	271	1	0.00	-0.21	0.00	1.00	0.00	-0.125	 5.2	 4.1	 5.2	 4.8	 6.3	 7.0	 1.1	 7.0	 4.4	10.3	 1.5	 5.5	 7.0	 4.8	 3.3	 7.0	 5.9	 5.9	 1.5	 2.2
A0PJK1	4.36	0.194	-5.765911	0.00	596	0.00	10.00	0.56	0.00	0.00	18.2886	-0.190	11.1	 1.8	 3.0	 2.3	 4.5	 8.7	 1.5	 7.2	 1.3	12.6	 3.4	 2.7	 4.7	 3.0	 4.2	 7.2	 6.4	 8.2	 2.7	 3.4
A0PJW6	10.89	1.97	-0.317751	30.00	202	0.00	0.00	0.23	0.00	3.00	0.00	-0.149	 9.9	 2.0	 3.0	 1.5	 6.4	10.4	 2.5	 1.0	 2.5	14.9	 2.0	 1.5	 7.4	 3.5	 8.9	 4.0	 5.9	 9.4	 2.0	 1.5
A0PJX0	5.41	0.315	0.770334	2.00	185	0.00	0.00	-0.22	0.00	1.00	0.00	-0.887	 4.3	 3.2	 8.6	 8.1	 8.1	 3.2	 3.2	 4.9	 3.2	11.9	 5.4	 4.9	 3.2	 3.2	 5.4	 8.1	 3.2	 3.2	 1.1	 3.2
A0PJX2	16.28	0.072	1.235249	4.00	215	1	2.00	1.23	0.00	1.00	0.00	0.311	 5.1	 1.9	 4.7	 8.8	 7.9	 9.8	 0.9	 1.9	 1.9	11.2	 1.9	 1.9	 6.0	 5.1	 6.5	11.6	 4.7	 4.7	 2.3	 1.4
A0PJX4	52.94	2.05	-1.004013	1.00	238	1	7.00	2.30	0.00	4.00	5.88235	-0.792	 8.0	 5.9	 2.9	 4.2	 4.6	 7.6	 2.1	 5.0	 0.8	 9.2	 0.8	 0.8	10.1	 5.9	 5.9	11.3	 5.9	 3.8	 1.3	 3.8
A0PJX8	9.62	0.063	-2.432508	0.00	343	0.00	0.00	-0.54	0.00	0.00	22.7405	-0.515	 7.6	 2.9	 2.0	 3.5	 3.2	 8.7	 2.3	 2.0	 0.9	22.7	 1.2	 1.2	 5.2	 6.4	 5.8	 8.7	 4.4	 7.3	 1.7	 2.0
A0PJY2	22.11	0.453	0.521435	1.00	475	3	1.00	0.74	0.00	1.00	17.0526	0.216	 8.6	 4.2	 2.3	 3.2	 4.8	 6.3	 6.1	 2.1	 8.2	 8.6	 2.3	 4.4	10.9	 4.2	 4.0	 6.9	 5.5	 4.8	 0.0	 2.3
A0PJZ3	24.38	0.295	-0.032444	0.00	443	1	6.00	0.71	0.00	4.00	0.00	-0.177	 8.6	 1.6	 3.8	 4.7	 5.2	 5.0	 3.4	 4.3	 5.4	12.0	 2.5	 3.2	 9.0	 4.3	 8.4	 4.5	 3.2	 5.2	 2.0	 3.8
A0PK00	3.54	0.244	-2.971366	21.00	339	0.00	2.00	-1.13	0.00	3.00	22.7139	-0.277	 4.7	 2.7	 1.8	 7.4	 7.4	 4.7	 3.2	 3.5	 6.5	15.3	 1.5	 4.1	 1.5	 6.5	 5.6	 5.3	 5.0	 5.9	 2.7	 4.7
A0PK05	16.73	0.009	-1.931603	0.00	275	0.00	1.00	-0.21	0.00	3.00	0.00	-0.599	 8.7	 2.2	 3.3	 5.5	 5.8	 6.9	 2.2	 4.4	 5.5	14.2	 1.5	 0.7	 6.5	 4.7	 2.2	 8.4	 8.4	 5.5	 1.1	 2.5
A1A4G5	35.96	0.495	3.608816	7.00	178	0.00	7.00	0.24	0.00	0.00	27.5281	0.073	 2.8	 2.8	 6.2	14.0	 4.5	 3.9	 6.2	 1.7	 8.4	 5.6	 2.2	 0.6	 5.6	 2.2	13.5	12.9	 1.7	 2.2	 1.7	 1.1
A1A4S6	27.74	1.45	1.263101	9.00	786	1	11.00	1.83	0.00	1.00	0.00	0.633	 5.9	 1.4	 4.7	 9.0	 5.3	 5.0	 2.7	 4.6	 7.8	 9.0	 2.3	 4.5	 6.4	 4.3	 5.6	 8.0	 5.3	 5.2	 0.9	 2.2
A1A4V9	33.53	0.295	1.017378	2.00	331	2	3.00	-0.29	0.00	5.00	0.00	-0.663	 7.6	 2.4	 3.0	11.2	 3.9	 3.6	 3.3	 2.1	 6.3	13.0	 2.1	 1.8	 6.6	 5.1	 6.6	 6.3	 6.0	 5.1	 0.9	 2.7
A1A519	62.12	0.024	2.540398	14.00	330	3	5.00	1.82	0.00	7.00	14.8485	0.298	 3.0	 3.0	 3.0	14.8	 1.8	 6.7	 2.7	 1.5	 5.5	 5.5	 3.3	 2.7	 5.5	 6.4	 6.4	12.1	 6.7	 6.7	 1.2	 1.5
A1A5B4	9.21	0.048	-4.222092	1.00	782	2	4.00	-0.16	0.00	3.00	6.52174	-0.190	 6.6	 2.0	 3.8	 6.5	 6.5	 4.9	 2.8	 5.8	 4.0	11.3	 3.2	 2.7	 4.6	 3.7	 7.2	 5.5	 5.5	 8.1	 2.2	 3.2
A1A5C7	20.85	0.216	-4.028740	14.00	686	2	6.00	3.14	0.00	0.00	23.9067	0.583	 9.2	 3.2	 3.8	 3.5	 5.1	10.6	 2.2	 6.1	 3.5	13.3	 2.8	 3.4	 6.4	 2.6	 4.2	 6.3	 4.7	 5.4	 1.7	 2.0
A1A5D9	35.83	0.941	3.688718	2.00	508	3	6.00	4.26	0.00	2.00	50.5906	0.493	 9.6	 0.2	 4.5	14.2	 1.6	 6.5	 1.2	 1.2	 2.8	15.6	 0.8	 1.4	 4.7	 9.6	11.2	 9.4	 2.6	 2.6	 0.4	 0.0
A1E959	26.52	0.128	0.083933	3.00	279	0.00	2.00	1.63	0.00	5.00	26.5233	-0.356	 6.8	 0.0	 2.5	 5.4	 5.0	 6.5	 0.7	 5.4	 2.2	11.1	 2.9	 3.2	11.8	14.7	 1.8	 7.5	 5.4	 3.6	 0.7	 2.9
A1IGU5	11.11	0.584	0.291362	2.00	675	2	12.00	0.79	0.00	2.00	22.0741	0.231	 7.0	 1.0	 4.3	 7.6	 2.8	 5.2	 2.2	 3.4	 4.7	14.2	 1.0	 3.6	 5.9	 7.9	 6.5	 6.5	 4.6	 7.4	 1.0	 3.1
A1KXE4	100.00	2.42	0.461552	1.00	195	1	12.00	2.90	0.00	3.00	40.5128	-0.441	11.8	 0.5	 0.0	 0.0	 1.0	 9.2	 2.6	 1.5	 1.0	 1.5	 4.1	 3.6	19.5	 4.6	 1.5	 7.7	10.8	 8.2	 0.5	10.3
A1KZ92	8.20	0.069	-0.539878	4.00	1463	1	5.00	1.40	0.00	2.00	0.00	0.608	 7.6	 3.1	 5.2	 5.5	 4.0	 6.2	 3.3	 4.3	 3.6	 9.9	 1.6	 4.2	 6.6	 5.4	 7.0	 6.5	 6.3	 5.9	 1.4	 2.4
A1L020	40.96	1.14	1.020504	0.00	520	3	12.00	3.09	1.00	1.00	34.0385	1.086	11.5	 3.1	 3.3	 6.7	 3.1	12.3	 1.3	 4.2	 3.3	 6.3	 1.2	 2.3	10.2	 3.5	 6.7	 6.7	 5.6	 6.2	 0.4	 2.1
A1L0T0	5.22	64.6	-1.038375	41.00	632	1	5.00	1.22	0.00	0.00	22.3101	0.485	11.6	 1.7	 4.4	 4.4	 3.8	 9.2	 2.4	 3.2	 3.3	12.5	 1.9	 2.7	 5.9	 4.7	 6.2	 4.6	 4.1	10.8	 1.3	 1.4
A1L157	3.16	0.084	-3.890388	11.00	253	0.00	2.00	-0.92	0.00	0.00	0.00	-0.461	 8.3	 4.7	 3.2	 4.0	 5.5	 8.3	 3.2	 4.7	 3.6	14.2	 1.6	 2.0	 1.2	 5.5	 4.0	 5.5	 4.7	 9.1	 2.0	 4.7
A1L167	0.62	0.072	0.988408	0.00	161	0.00	2.00	-0.73	0.00	3.00	0.00	-0.344	 5.6	 1.2	 6.2	 6.8	 6.2	 5.6	 1.2	 3.1	 8.1	 9.9	 3.1	 3.1	 5.0	 3.1	 5.6	 8.7	 5.0	 8.1	 2.5	 1.9
A1L170	68.75	2.775	2.564946	8.00	272	4	21.00	0.88	0.00	8.00	11.3971	0.227	 8.1	 0.4	 5.1	 8.1	 2.2	 7.4	 1.5	 2.2	 5.1	10.7	 1.8	 2.9	11.4	 4.4	 5.1	12.5	 5.5	 4.0	 1.1	 0.4
A1L3X0	7.47	0.151	-5.145615	4.00	281	0.00	0.00	-1.32	0.00	0.00	17.0819	-0.739	 5.0	 2.1	 3.6	 2.1	10.0	 4.6	 2.8	 5.0	 6.4	11.0	 4.3	 2.8	 3.6	 2.8	 3.6	 6.4	 6.0	 7.1	 3.6	 7.1
A1L443	65.48	0.062	1.991925	4.00	756	5	5.00	2.29	0.00	6.00	15.3439	0.641	 8.7	 1.5	 2.9	 7.1	 2.0	 8.9	 2.2	 1.3	 4.6	 9.3	 1.7	 0.9	15.3	 6.5	 6.1	 8.1	 4.4	 6.2	 1.2	 1.1
A1L453	22.70	0.343	-1.554184	1.00	326	2	1.00	0.60	0.00	0.00	0.00	-0.224	 8.0	 3.4	 2.5	 4.6	 1.2	 9.2	 3.1	 4.9	 2.5	12.3	 3.4	 3.7	 8.0	 3.1	 3.1	 7.4	 3.7	 9.2	 3.4	 3.7
A1L4H1	39.16	2.42	2.035828	10.00	1573	3	5.00	3.92	0.00	5.00	39.4151	0.512	 8.2	 2.7	 5.8	 4.6	 1.1	 9.0	 3.2	 1.4	 2.1	 7.4	 1.5	 1.1	14.7	 2.5	 5.9	 8.1	13.2	 4.5	 2.5	 0.6
A1L4K1	23.23	0.003	0.748200	41.00	749	1	7.00	1.21	0.00	5.00	12.1495	0.371	 5.9	 2.5	 5.7	12.1	 3.9	 5.2	 3.7	 4.1	 4.8	 7.2	 2.3	 3.5	 5.2	 3.6	 5.1	 7.1	 5.7	 7.3	 1.1	 3.9
A1X283	62.46	5.1	2.590051	9.00	911	3	36.00	1.58	0.00	5.00	19.8683	1.219	 5.6	 0.9	 5.6	 8.2	 2.5	 7.6	 1.0	 4.2	 8.1	 6.9	 1.5	 2.5	11.7	 5.4	 6.8	 8.0	 3.4	 5.9	 1.9	 2.2
A1XBS5	23.53	15.4	2.258066	5.00	289	1	5.00	-1.02	0.00	7.00	0.00	-0.273	 9.3	 1.0	 6.9	10.0	 3.5	 2.1	 1.7	 4.2	 6.9	 9.7	 2.4	 5.2	 1.7	 6.2	 8.7	 5.2	 7.3	 5.2	 0.0	 2.8
A1YPR0	37.16	0.023	2.074999	5.00	619	1	7.00	1.35	0.00	1.00	9.36995	0.554	 8.9	 2.6	 7.4	 8.6	 5.0	 6.9	 3.9	 3.9	 5.2	 9.7	 2.3	 3.4	 9.4	 3.4	 5.2	 4.5	 3.2	 3.6	 0.6	 2.4
A2A288	51.99	0.392	2.142043	1.00	527	2	4.00	2.90	0.00	3.00	22.0114	0.788	 8.7	 1.5	 6.8	 5.3	 3.6	 8.9	 2.7	 2.3	 3.6	 9.5	 1.1	 1.5	12.1	 3.2	 9.9	 7.0	 2.3	 5.9	 1.7	 2.3
A2A2Y4	36.68	0.073	0.173746	12.00	597	2	9.00	-0.48	0.00	1.00	0.00	0.034	 4.7	 2.7	 4.4	10.1	 5.4	 4.2	 3.4	 6.0	 7.5	11.2	 1.7	 2.3	 6.4	 3.5	 4.9	 8.2	 4.0	 4.9	 0.8	 3.9
A2A2Z9	23.74	0.139	2.525281	0.00	1011	3	13.00	-0.14	0.00	1.00	30.366	0.694	 6.5	 1.7	 4.7	12.2	 2.5	 2.5	 3.1	 5.0	11.7	12.5	 3.1	 6.5	 1.6	 4.9	 5.9	 5.2	 3.9	 3.9	 0.4	 2.3
A2A368	33.95	0.069	1.181567	1.00	324	1	2.00	0.04	0.00	0.00	0.00	-0.138	 7.1	 1.2	 4.9	10.5	 4.3	 4.6	 3.1	 4.3	 8.0	 9.3	 2.8	 1.9	 5.2	 4.0	 3.1	10.5	 5.2	 6.8	 0.6	 2.5
A2A3K4	30.11	0.457	0.148944	36.00	754	3	18.00	1.56	0.00	0.00	0.00	0.365	 7.6	 2.7	 4.2	 7.4	 3.4	 5.7	 3.8	 4.8	 6.4	 9.9	 2.5	 4.0	 6.0	 5.2	 5.3	 7.3	 4.5	 6.1	 1.2	 2.0
A2A3L6	27.84	0.016	1.782790	0.00	582	1	6.00	1.53	0.00	4.00	13.7457	0.820	13.7	 2.1	 2.6	 6.7	 2.2	 9.1	 4.0	 0.9	 4.1	10.8	 1.0	 2.7	 6.4	 7.6	 8.1	 6.5	 3.3	 4.3	 1.4	 2.6
A2AJT9	67.93	0.522	3.597681	1.00	711	4	25.00	2.30	0.00	11.00	29.1139	1.490	 3.0	 1.0	 6.3	 7.6	 3.7	 5.1	 4.6	 4.5	 9.7	 3.8	 1.3	 4.6	 6.5	 5.2	10.1	 9.3	 4.5	 3.8	 0.8	 4.6
A2CJ06	33.56	0.002	1.251707	0.00	578	2	7.00	0.78	0.00	0.00	8.13149	-0.070	 7.1	 2.4	 4.0	 6.6	 2.8	 3.8	 2.8	 3.6	 6.6	12.8	 2.1	 3.6	 6.1	 8.1	 6.7	 9.0	 5.4	 4.0	 0.7	 1.9
A2IDD5	26.94	0.033	1.710124	1.00	438	1	1.00	1.47	0.00	3.00	19.863	0.284	11.4	 1.1	 3.9	 7.8	 1.6	 7.1	 4.6	 2.1	 3.7	11.0	 0.5	 2.1	 5.7	 8.4	 8.4	 7.3	 5.3	 5.0	 2.3	 0.9
A2PYH4	35.54	0.012	-0.280008	1.00	1435	5	21.00	0.32	0.00	9.00	20.3484	0.789	 5.4	 1.5	 5.6	 7.2	 4.9	 4.3	 2.3	 6.7	 8.5	 9.3	 2.4	 5.2	 3.9	 4.3	 4.0	 8.8	 6.3	 5.9	 0.9	 2.5
A2RRD8	4.52	0.256	1.707275	3.00	509	0.00	16.00	0.02	0.00	0.00	25.3438	0.601	 4.3	 6.3	 3.9	 8.1	 3.7	 5.5	 8.6	 4.1	10.4	 6.1	 1.0	 3.1	 2.9	 3.9	 7.3	 6.5	 6.1	 3.9	 0.4	 3.7
A2RRH5	1.33	0.003	-1.273787	3.00	827	0.00	4.00	0.65	0.00	3.00	4.23216	0.208	 9.6	 4.2	 4.5	 4.4	 3.9	 7.0	 2.7	 4.0	 4.1	11.2	 1.8	 2.8	 4.4	 4.4	 5.6	 9.9	 5.2	 6.8	 1.3	 2.4
A2RRP1	17.71	7.94	-0.773081	17.00	2371	6	33.00	0.74	0.00	3.00	13.4964	0.522	 7.1	 2.4	 4.9	 8.6	 2.9	 4.7	 2.9	 4.4	 5.9	13.5	 1.9	 2.8	 4.6	 5.0	 4.9	 7.6	 5.4	 5.5	 1.5	 3.6
A2RTX5	8.35	3.14	0.540682	25.00	802	1	9.00	1.22	0.00	5.00	10.0998	0.540	 6.7	 2.2	 5.0	10.1	 5.2	 5.2	 2.6	 6.2	 7.0	 9.1	 2.5	 4.4	 4.0	 4.5	 5.9	 5.7	 4.5	 4.4	 1.7	 3.0
A2RTY3	5.26	0.338	1.087124	0.00	570	0.00	4.00	0.73	0.00	7.00	9.47368	-0.405	 7.0	 2.5	 3.3	 8.2	 2.8	 2.6	 2.5	 4.4	 9.5	12.3	 3.5	 2.6	 6.7	 6.7	 6.0	 5.6	 4.7	 5.6	 1.2	 2.3
A2RU30	74.47	0.431	1.591582	10.00	521	3	16.00	1.11	0.00	9.00	0.00	-0.143	 5.4	 2.9	 6.5	 7.9	 4.8	 3.5	 2.1	 2.7	 5.8	 8.6	 1.7	 2.7	 7.9	 7.5	 6.1	10.6	 6.1	 4.4	 1.7	 1.2
A2RU48	1.33	0.614	0.699929	5.00	225	0.00	2.00	0.05	0.00	1.00	9.33333	-0.260	 8.4	 1.3	 4.9	 7.6	 1.3	 4.9	 2.2	 9.3	10.2	11.6	 2.7	 4.0	 1.3	 5.3	 3.1	 5.8	 5.3	 8.9	 0.0	 1.8
A2RU49	4.83	0.282	-0.308265	4.00	373	0.00	1.00	-0.32	0.00	3.00	0.00	0.123	 6.2	 1.3	 3.5	 7.2	 4.3	 5.6	 3.5	 5.6	 7.2	10.5	 3.2	 4.3	 4.0	 4.0	 2.4	 9.9	 4.3	 7.2	 0.8	 4.8
A2RU54	71.06	0.291	2.185842	0.00	273	2	2.00	2.26	0.00	4.00	0.00	0.595	 8.4	 1.8	 3.3	 7.0	 3.7	 9.2	 1.8	 1.1	 6.2	 9.2	 1.5	 2.2	10.6	 4.0	 6.6	12.1	 3.7	 3.7	 1.5	 2.6
A2RU67	17.68	0.337	-0.756299	45.00	622	1	20.00	0.11	0.00	2.00	13.9871	0.494	 7.1	 1.3	 5.6	 5.5	 2.6	 8.4	 1.4	 4.2	 3.4	14.0	 2.1	 3.9	 6.6	 3.5	 4.2	 9.3	 5.8	 7.6	 1.4	 2.3
A2RUB1	59.03	0.189	1.358304	3.00	952	8	7.00	2.62	0.00	7.00	7.2479	0.948	 4.9	 2.2	 5.7	 6.0	 4.2	 5.1	 3.2	 3.2	 6.0	 8.0	 2.0	 7.2	 5.8	 5.6	 5.1	10.1	 6.9	 4.4	 0.7	 3.7
A2RUB6	88.61	0.06	3.386501	0.00	948	6	22.00	2.60	0.00	3.00	35.865	0.908	 3.5	 1.7	 4.5	10.7	 1.9	 3.6	 2.6	 5.3	11.2	 8.8	 2.2	 5.5	 4.2	 8.5	 4.9	 9.5	 5.5	 3.3	 0.9	 1.8
A2RUC4	2.54	0.736	0.567314	8.00	315	0.00	7.00	-0.30	0.00	0.00	0.00	0.152	 6.3	 1.0	 6.7	 7.3	 6.3	 4.8	 2.5	 4.1	 8.3	10.2	 1.6	 2.5	 5.4	 4.8	 5.7	 6.0	 3.2	 7.3	 1.3	 4.8
A2RUH7	0.00	0.413	0.447682	7.00	354	0.00	0.00	-0.05	0.00	2.00	0.00	0.079	 9.3	 2.5	 5.1	 4.8	 3.1	 7.3	 1.7	 6.2	 5.9	 8.2	 0.6	 2.8	 8.2	 5.4	 5.4	 5.1	 7.9	 6.2	 1.7	 2.5
A2RUR9	69.66	0.036	3.016001	2.00	1427	10	10.00	3.35	0.00	2.00	35.8795	0.940	 4.1	 1.8	 5.8	12.3	 1.7	 3.2	 2.5	 4.0	 9.5	11.2	 2.5	 6.1	 3.4	 7.9	 4.6	 7.8	 4.7	 4.1	 0.8	 2.0
A2RUS2	12.77	7.2	-1.450008	1.00	1198	2	17.00	1.06	0.00	0.00	0.00	0.164	 6.0	 2.8	 5.3	 6.5	 4.0	 4.6	 3.6	 4.0	 6.3	11.8	 3.2	 3.1	 5.7	 4.5	 4.9	 6.9	 5.3	 7.5	 1.5	 2.5
A2RUT3	15.72	0.142	0.005550	0.00	159	0.00	0.00	-0.24	0.00	4.00	0.00	-0.814	 6.3	 3.1	 1.9	 2.5	 0.0	 9.4	 5.0	 5.0	 3.1	14.5	 3.1	 0.0	 6.9	 6.3	 7.5	 6.9	 7.5	 5.7	 3.1	 1.9
A2VCK2	33.81	0.002	1.457298	12.00	349	1	7.00	0.62	0.00	5.00	0.00	0.337	10.3	 2.0	 3.7	 5.4	 3.2	 8.6	 3.2	 2.0	 4.9	10.0	 0.6	 1.4	10.3	 6.0	 6.3	 6.9	 4.6	 7.2	 0.6	 2.9
A2VDF0	0.65	1.67	1.099553	15.00	154	0.00	1.00	-0.96	0.00	0.00	0.00	-0.902	12.3	 1.9	 3.2	 8.4	 2.6	 7.1	 0.6	 4.5	 4.5	16.9	 2.6	 1.9	 6.5	 1.9	 5.8	 3.9	 3.2	 7.8	 0.6	 3.2
A2VDJ0	47.30	0.051	-1.634014	11.00	1609	1	34.00	3.23	0.00	7.00	16.7806	0.771	 5.3	 2.9	 4.2	 6.1	 4.7	 5.4	 2.6	 4.5	 5.7	 9.3	 2.0	 5.9	 6.5	 4.4	 3.8	10.9	 6.0	 5.7	 1.5	 2.6
A3KFT3	2.24	0.035	-4.989270	0.00	312	0.00	3.00	0.36	0.00	0.00	23.0769	-1.057	 6.4	 3.8	 3.2	 2.2	 8.3	 5.4	 2.2	 8.7	 3.2	12.2	 6.1	 2.9	 3.5	 1.6	 3.8	 9.3	 5.4	 6.4	 0.6	 4.5
A3KMH1	19.32	3.03	-0.476045	27.00	1905	5	11.00	2.83	0.00	5.00	5.98425	1.022	 5.8	 0.9	 5.5	 6.8	 3.3	 6.4	 2.7	 6.0	 5.9	11.2	 2.6	 3.9	 5.4	 4.9	 6.1	 6.7	 5.4	 6.7	 1.0	 2.9
A3KN83	26.06	9.63	1.351930	14.00	1393	4	54.00	1.27	0.00	2.00	7.89663	1.260	 7.0	 0.9	 6.1	 6.6	 2.8	 6.7	 1.4	 5.2	 7.9	 9.3	 2.3	 5.0	 4.7	 4.2	 5.0	 9.0	 5.5	 6.6	 1.2	 2.5
A3QJZ6	0.83	0.008	-0.975091	0.00	481	0.00	3.00	-0.04	0.00	1.00	21.2058	-0.720	 4.0	 4.6	 4.8	 6.4	 5.0	 4.2	 1.5	 3.7	 3.7	16.6	 2.9	 2.3	 5.8	 4.2	 8.7	 7.7	 4.0	 6.2	 1.7	 2.1
A3QJZ7	0.63	0.013	-0.767524	0.00	478	0.00	0.00	0.64	0.00	2.00	22.3849	-0.898	 4.8	 5.0	 4.8	 5.2	 4.2	 2.9	 1.7	 4.4	 5.4	17.4	 3.3	 4.2	 5.2	 5.0	 6.5	 5.6	 4.6	 5.6	 1.7	 2.3
A4D0S4	7.61	0.196	-0.346468	2.00	1761	2	24.00	5.35	0.00	0.00	12.2658	0.992	 6.0	 7.3	 6.0	 5.7	 2.7	 7.8	 3.1	 4.3	 5.1	 9.0	 1.0	 4.9	 5.8	 6.0	 4.7	 7.3	 5.1	 4.8	 0.6	 2.8
A4D0V7	13.74	0.145	-2.012631	0.00	1026	2	6.00	0.33	0.00	3.00	5.84795	0.532	 3.3	 3.2	 3.2	 6.6	 5.8	 5.8	 3.5	 5.6	 6.2	10.9	 1.8	 4.5	 5.8	 6.0	 4.6	 6.5	 6.3	 5.9	 1.3	 3.0
